title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
I’ll Be There,212307,TEMPEST,THE CALM BEFORE THE STORM,,,XW,2023-04-17,,Tempest
Freak Show,180227,TEMPEST,THE CALM BEFORE THE STORM,,,XW,2023-04-17,,Tempest
Bad At Love,185000,TEMPEST,"It's me, It's We",,,KR,2022-03-02,,Tempest
Just A Little Bit,187000,TEMPEST,"It's me, It's We",,,KR,2022-03-02,,Tempest
DIVE,178307,TEMPEST,Into The TEMPEST,,,XW,2023-09-20,,Tempest
Bluetooth,201853,TEMPEST,Into The TEMPEST,,,XW,2023-09-20,,Tempest
EYE OF THE STORM,194160,TEMPEST,THE CALM BEFORE THE STORM,,,XW,2023-04-17,,Tempest
Vroom Vroom,179440,TEMPEST,Into The TEMPEST,,,XW,2023-09-20,,Tempest
Slow Motion,208480,TEMPEST,TEMPEST Voyage,,,,2024-03-11,,Tempest
B.O.K,185106,TEMPEST,TEMPEST Voyage,,,,2024-03-11,,Tempest
Young & Wild,196000,TEMPEST,SHINING UP,,,KR,2022-08-29,,Tempest
Find Me,193000,TEMPEST,"It's me, It's We",,,KR,2022-03-02,,Tempest
START UP,200000,TEMPEST,SHINING UP,,,KR,2022-08-29,,Tempest
Taste the Feeling,200627,TEMPEST,ON and ON,,,XW,2022-11-22,,Tempest
Dangerous,202840,TEMPEST,THE CALM BEFORE THE STORM,,,XW,2023-04-17,,Tempest
하루만,207000,TEMPEST,SHINING UP,,,KR,2022-08-29,,Tempest
There,202093,TEMPEST,TEMPEST Voyage,,,,2024-03-11,,Tempest
Bad News,212000,TEMPEST,"It's me, It's We",,,KR,2022-03-02,,Tempest
Next To YOU (있을게),202000,TEMPEST,"It's me, It's We",,,KR,2022-03-02,,Tempest
LIGHTHOUSE,206053,TEMPEST,TEMPEST Voyage,,,,2024-03-11,,Tempest
Raise Me Up,195067,TEMPEST,ON and ON,,,XW,2022-11-22,,Tempest
Loving Number,174987,TEMPEST,ON and ON,,,XW,2022-11-22,,Tempest
Pretty U,184000,"TEMPEST, Kep1er",Pretty U,,,XW,2022-12-31,,Tempest
Dragon,214533,TEMPEST,ON and ON,,,XW,2022-11-22,,Tempest
Can't Stop Shining,171000,TEMPEST,SHINING UP,,,KR,2022-08-29,,Tempest
