title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
BAD HOBBY,131013,YENA,HATE XX,,,XW,2023-06-27,,YENA
Before Anyone Else,207000,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA
Damn U,165040,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA
DNA,196480,YENA,DNA,,,XW,2024-02-07,,YENA
Good Girls in the Dark,192280,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA
Good Morning,184493,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA
Hate Rodrigo,181013,"YENA, YUQI",HATE XX,,,XW,2023-06-27,,YENA
Intro; Love is over,92000,YENA,Love War,,,XW,2023-01-16,,YENA
Lemon-Aid,160000,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA
Love War,188000,"YENA, BE’O",Love War,,,XW,2023-01-16,,YENA
Lxxk 2 U,182000,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA
Make U Smile,251000,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA
PRETTY BOYS,206000,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA
SMARTPHONE,198000,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA
SMILEY,173000,"YENA, BIBI",ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA
The Ugly Duckling,214373,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA
U,205000,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA
VACAY,226000,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA
Wash Away,233000,YENA,Love War,,,XW,2023-01-16,,YENA
WICKED LOVE,166560,YENA,HATE XX,,,XW,2023-06-27,,YENA
